Title,Intervention,Health condition
Immunogenicity of varying dosages of 7-valent pneumococcal polysaccharide-protein conjugate vaccine in seniors previously vaccinated with 23-valent pneumococcal polysaccharide vaccine,Vaccination,Pneumococcus
Use of a low-literacy patient education tool to enhance pneumococcal vaccination rates. A randomized controlled trial,Vaccination,Pneumococcus
"Effects of influenza plus pneumococcal conjugate vaccination versus influenza vaccination alone in preventing respiratory tract infections in children: a randomized, double-blind, placebo-controlled trial",Vaccination,Pneumococcus
Adverse reactions to simultaneous influenza and pneumococcal conjugate vaccinations in children: randomized double-blind controlled trial,Vaccination,Pneumococcus
The efficacy of conjugate vaccine against pneumococcal acute otitis media in the first two years of life,Vaccination,Pneumococcus
Efficacy of pneumococcal vaccination against recurrent otitis media. Preliminary results of a field trial in Finland,Vaccination,Pneumococcus
Prevention of otitis media in children by pneumococcal vaccination,Vaccination,Pneumococcus
"Protective efficacy of a second pneumococcal conjugate vaccine against pneumococcal acute otitis media in infants and children: randomized, controlled trial of a 7-valent pneumococcal polysaccharide-meningococcal outer membrane protein complex conjugate vaccine in 1666 children",Vaccination,Pneumococcus
Efficacy of a Seven-Valent Pneumococcal Conjugate Vaccine (PncOMPC) against Serotype-specific Acute Otitis Media (AOM) caused by Streptococcus pneumoniae (Pnc),Vaccination,Pneumococcus
Increasing influenza and pneumococcal immunization rates: a randomized controlled study of a senior center-based intervention,Vaccination,Pneumococcus
Effect of pneumococcal vaccination on otitis media with effusion in children older than 1 year,Vaccination,Pneumococcus
"Similar antibody concentrations in Filipino infants at age 9 months, after 1 or 3 doses of an adjuvanted, 11-valent pneumococcaldiptheria/tetanus-conjugated vaccine: a randomized controlled trial",Vaccination,Pneumococcus
Prevention of Pneumococcal Pneumonia by Immunization With Specific Capsular Polysaccharides,Vaccination,Pneumococcus
Long-term immunogenicity and efficacy of a 9-valent conjugate pneumococcal vaccine in human immunodeficient virus infected and non-infected children in the absence of a booster dose of vaccine,Vaccination,Pneumococcus
The impact of a 9-valent pneumococcal conjugate vaccine on the public health burden of pneumonia in HIV-infected and -uninfected children,Vaccination,Pneumococcus
A role for Streptococcus pneumoniae in virus-associated pneumonia,Vaccination,Pneumococcus
A study of the pneumococcal vaccine in prevention of clinically acute atttacks of recurrent otitis media,Vaccination,Pneumococcus
Pneumococcal vaccine and otitis media,Vaccination,Pneumococcus
Immunogenicity and impact on nasopharyngeal carriage of a nonavalent pneumococcal conjugate vaccine,Vaccination,Pneumococcus
Anticapsular serum antibody concentration and protection against pneumococcal colonization among children vaccinated with 7-valent pneumococcal conjugate vaccine,Vaccination,Pneumococcus
Indirect effect of 7-valent pneumococcal conjugate vaccine on pneumococcal colonization among unvaccinated household members.[see comment],Vaccination,Pneumococcus
Anti-A isoagglutinins and pneumococcal vaccine,Vaccination,Pneumococcus
Immunogenicity and safety of the eleven valent pneumococcal polysaccharide-protein D conjugate vaccine in infants,Vaccination,Pneumococcus
"Safety and immunogenicity of a nonavalent pneumococcal vaccine conjugated to CRM197 administered simultaneously but in a separate syringe withdiptheria, tetanus and pertussis vaccines in Gambian infants",Vaccination,Pneumococcus
Serotype-specific pneumococcal antibodies in breast milk of Gambian women immunized with a pneumococcal polysaccharide vaccine during pregnancy,Vaccination,Pneumococcus
"Safety and immunogenicity of pneumococcal conjugate vaccine in combination withdiptheria, tetanus toxoid, pertussis and Haemophilus influenzae type b conjugate vaccine",Vaccination,Pneumococcus
Efficacy and safety of seven-valent conjugate pneumococcal vaccine in American Indian children: group randomised trial,Vaccination,Pneumococcus
Predictors of pneumococcal conjugate vaccine immunogenicity among infants and toddlers in an American Indian PnCRM7 efficacy trial,Vaccination,Pneumococcus
The immunogenicity of 7-valent pneumococcal conjugate vaccine versus 23-valent polysaccharide vaccine in adults aged 50-80 years,Vaccination,Pneumococcus
Non-response to specific serotypes likely cause for failure to 23-valent pneumococcal polysaccharide vaccine in the elderly,Vaccination,Pneumococcus
Randomized study of two vaccination schedules with haemophilus influenzae type B (HIB) conjugate and pneumococcal (PNC) polysaccharide vaccines after allogeneic BMT [abstract],Vaccination,Pneumococcus
IgG subclasses and avidity of antibodies to polysaccharide antigens in allogeneic BMT recipients after vaccination with pneumococcal polysaccharide and Haemophilus influenzae type b conjugate vaccines,Vaccination,Pneumococcus
A comparison of early and late vaccination with Haemophilus influenzae type b conjugate and pneumococcal polysaccharide vaccines after allogeneic BMT,Vaccination,Pneumococcus
"Safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated polio vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Pneumococcus
Prophylaxis of pneumococcal infection in sickle-cell disease by the combined use of vaccination and penicillin,Vaccination,Pneumococcus
Evaluation of a pentavalent conjugated pneumococcal vaccine in toddlers,Vaccination,Pneumococcus
"Immunogenicity and safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated poliovirus vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Pneumococcus
Adverse reactions to polyvalent pneumococcal vaccine,Vaccination,Pneumococcus
"Safety of the 11-valent pneumococcal vaccine conjugated to non-typeable Haemophilus influenzae-derived protein D in the first 2 years of life and immunogenicity of the co-administered hexavalentdiptheria, tetanus, acellular pertussis, hepatitis B, inactivated polio virus, Haemophilus influenzae type b and control hepatitis A vaccines",Vaccination,Pneumococcus
Maternal immunization with pneumococcal polysaccharide vaccine in the Philippines,Vaccination,Pneumococcus
Immunogenicity and reactogenicity of 23-valent pneumococcal polysaccharide vaccine among pregnant Filipino women and placental transfer of antibodies,Vaccination,Pneumococcus
"[The safety and immunogenicity of an heptavalent pneumococcal polysaccharide conjugate vaccine (Prevenar) administered in association with a whole-cell pertussis-based pediatric combination vaccine (DTP-IPV/PRP-T) to French infants with a two-, three-, and four-month schedule]",Vaccination,Pneumococcus
Safety and immunogenicity of heptavalent pneumococcal vaccine conjugated to CRM197 in United States infants,Vaccination,Pneumococcus
Immunological responses to pneumococcal vaccine in frail older people,Vaccination,Pneumococcus
A randomized study comparing the safety and immunogenicity of a conjugate vaccine combination containing meningococcal group C and pneumococcal capsular polysaccharide--CRM197 with a meningococcal group C conjugate vaccine in healthy infants: challenge phase,Vaccination,Pneumococcus
Pneumococcal vaccine prevents death from acute lower-respiratory-tract infections in Papua New Guinean children,Vaccination,Pneumococcus
Immunisation with a polyvalent pneumococcal vaccine. Reduction of adult respiratory mortality in a New Guinea Highlands community,Vaccination,Pneumococcus
Immunisation with a polyvalent pneumococcal vaccine. Effect of respiratory mortality in children living in the New Guinea highlands,Vaccination,Pneumococcus
Considerations for formulating the second-generation pneumococcal capsular polysaccharide vaccine with emphasis on the cross-reactive types within groups. [Review] [170 refs],Vaccination,Pneumococcus
Evaluation of the influence of the bacterial vaccines Pneumo-23 and Act-HIB on the course of the chronic inflammatory process of the respiratory organs in children,Vaccination,Pneumococcus
Immunologic considerations for the timing of the booster dose of 7-valent pneumococcal conjugate vaccine in young children,Vaccination,Pneumococcus
"Assessment of the compatibility of co-administered 7-valent pneumococcal conjugate, DTaP.IPV/PRP-T Hib and hepatitis B vaccines in infants 2-7 months of age",Vaccination,Pneumococcus
Kinetics of the immune response following pneumococcal PD conjugate vaccination,Vaccination,Pneumococcus
Clinical studies of pneumococcal vaccines in infants. I. Reactogenicity and immunogenicity of two polyvalent polysaccharide vaccines,Vaccination,Pneumococcus
"Serum, breast milk, and infant antibody after maternal immunisation with pneumococcal vaccine. [see comments.]",Vaccination,Pneumococcus
Antibody responses in postsplenectomy trauma patients receiving the 23-valent pneumococcal polysaccharide vaccine at 14 versus 28 days postoperatively,Vaccination,Pneumococcus
Safety and immunogenicity of heptavalent pneumococcal CRM197 conjugate vaccine in infants and toddlers,Vaccination,Pneumococcus
Safety and immunogenicity of CRM197-conjugated pneumococcal-meningococcal C combination vaccine (9vPnC-MnCC) whether given in two or three primary doses,Vaccination,Pneumococcus
"Efficacy of pneumococcal vaccine in high-risk patients: results of a Veterans Administration cooperative study: The effects of positive mental imagery on hope, coping, anxiety, dyspnea and pulmonary function in persons with chronic obstructive pulmonary disease: tests of a nursing intervention and a theoretical model",Vaccination,Pneumococcus
Immunologic response to pneumococcal polysaccharide vaccine in infants,Vaccination,Pneumococcus
Randomised revaccination with pneumococcal polysaccharide or conjugate vaccine in asplenic children previously vaccinated with polysaccharide vaccine,Vaccination,Pneumococcus
Protective efficacy of pneumococcal polysaccharide vaccines,Vaccination,Pneumococcus
Association of the pneumococcal pilus with certain capsular serotypes but not with increased virulence,Vaccination,Pneumococcus
Immunogenicity and reactogenicity of four doses ofdiptheria-tetanus-three-component acellular pertussis-hepatitis B-inactivated polio virus-Haemophilus influenzae type b vaccine coadministered with 7-valent pneumococcal conjugate Vaccine,Vaccination,Pneumococcus
Reactogenicity and tolerability of a non-adjuvanted 11-valentdiptheria-tetanus toxoid pneumococcal conjugate vaccine in Filipino children,Vaccination,Pneumococcus
